lemma;category;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;Totale
armiere;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
armoraro;profession;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
aromatario;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;0;0;0;9
arrampicatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
arrotino;profession;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;17
arsenalotto;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;38
articolista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
artiere;profession;0;0;1;0;0;0;0;0;3;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;4;0;3;2;0;1;1;0;0;2;0;1;0;0;0;3;3;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;1;0;0;6;0;1;0;0;0;1;12;0;0;0;3;0;2;0;0;0;67
artigianello;profession;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
artigiano;profession;1;0;0;2;2;0;0;20;2;9;0;10;4;5;9;2;0;1;4;3;18;2;0;1;3;4;2;4;3;1;2;0;0;1;9;1;11;1;2;0;4;11;4;0;1;6;0;3;0;3;1;1;0;0;0;0;9;2;4;0;0;1;2;1;0;0;0;0;0;6;2;0;0;0;1;0;3;0;0;1;0;0;0;5;0;0;0;0;0;2;0;3;0;35;1;0;0;6;0;0;4;261
artigliere;profession;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;3;0;2;3;0;2;1;0;0;3;2;0;2;13;0;1;10;1;0;3;1;2;0;0;1;3;9;0;0;0;0;2;0;0;0;0;2;0;1;1;0;0;0;4;0;1;2;0;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;6;0;2;0;3;0;1;0;0;0;0;0;0;10;0;0;0;113
aruspice;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8
assaggiatore;profession;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
assalariato;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;32
assistente;military rank;0;0;1;1;3;0;0;6;1;0;0;1;24;1;1;1;2;1;1;1;1;2;0;15;4;3;2;0;0;14;1;2;0;2;3;2;1;1;2;3;2;0;0;0;0;2;1;1;0;2;0;3;1;8;2;0;12;1;0;1;1;10;1;15;7;1;0;3;0;1;1;1;0;7;2;7;5;4;0;1;0;7;5;27;0;3;0;1;0;2;0;0;1;0;0;0;0;0;0;1;3;256
astrologo;profession;0;0;3;3;0;0;0;5;17;3;3;2;0;3;1;23;0;1;0;0;0;2;0;0;0;3;0;6;0;16;0;0;0;1;1;0;0;0;0;0;8;0;0;0;0;1;9;1;0;0;0;0;0;0;0;2;0;1;5;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;2;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;133
astronomo;profession;0;0;3;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;1;2;0;0;0;2;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;1;2;0;0;3;0;0;0;1;0;0;0;0;3;2;0;0;0;1;4;19;0;34;0;82;0;0;0;0;5;0;0;1;1;2;0;0;1;0;5;0;5;2;3;0;1;1;205
atleta;profession;0;0;0;2;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;2;0;1;0;0;3;0;1;0;2;1;2;0;0;0;0;4;0;0;0;1;0;0;0;0;1;2;1;2;0;0;0;1;0;0;0;2;0;0;2;1;2;1;0;1;2;0;0;1;2;1;0;1;0;1;0;1;0;0;2;1;8;1;1;0;0;1;0;0;0;4;2;22;18;112
attacchino;profession;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
attore;profession;1;0;1;3;2;0;1;7;2;4;0;0;0;0;1;0;0;2;1;1;2;2;0;2;0;2;10;7;2;2;0;1;6;1;3;2;3;0;0;1;7;2;1;1;6;5;1;3;4;2;1;2;1;6;4;2;2;9;2;14;4;3;2;8;0;5;2;6;1;4;42;3;0;0;8;3;5;6;10;1;3;2;3;3;21;2;63;1;2;1;3;0;7;4;2;3;4;1;3;6;8;402
attrezzista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
attuario;profession;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;12
auriga;profession;0;0;0;5;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;8;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;47
autista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;11
automobilista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0;1;2;13
autore;profession;18;7;16;8;21;3;19;13;31;22;1;15;40;11;37;12;6;9;13;14;4;10;16;13;23;33;13;24;22;37;7;23;28;9;32;32;36;18;8;19;26;4;26;11;28;15;9;27;27;25;15;10;8;15;34;15;4;25;31;22;9;25;11;43;6;13;7;11;17;35;46;10;21;23;28;22;23;27;5;17;19;41;6;26;28;4;9;51;14;10;13;4;8;10;12;7;4;38;9;38;8;1858
aviatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;2;0;0;0;1;2;1;0;3;0;5;0;0;5;15;148
avvocato;profession;11;0;6;3;20;1;8;22;2;17;0;4;19;6;2;1;7;9;10;5;5;35;11;18;4;155;18;50;22;3;7;5;60;7;13;37;11;23;14;80;11;16;16;3;114;58;57;7;3;11;44;57;64;32;40;80;73;62;99;108;39;72;90;15;61;69;9;22;9;169;25;106;8;2;20;105;57;59;22;77;5;86;122;88;26;204;10;15;7;10;14;17;16;43;15;39;14;46;14;28;57;3598
bacaio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
badessa;ecclesiastical occupation;1;0;4;6;1;0;24;0;1;14;0;0;0;0;20;0;0;10;0;8;0;0;0;0;0;6;0;2;46;0;0;3;4;0;89;1;34;1;0;1;14;0;0;0;1;0;0;0;7;0;0;0;0;0;0;6;0;2;2;4;0;0;3;1;0;5;1;0;0;0;0;3;0;0;0;0;1;0;2;1;0;0;1;2;0;9;0;0;0;0;1;0;13;8;3;1;2;2;0;1;0;372
bagattelliere;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
bagnino;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16
baleniere;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5
balestriere;profession;0;0;1;1;0;0;0;0;2;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;1;0;3;1;5;0;0;0;0;0;1;0;1;0;0;1;11;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
balio;profession;3;0;2;4;2;0;7;3;23;13;0;12;4;2;5;2;1;5;0;0;5;4;3;6;4;11;1;7;3;2;16;5;3;5;10;21;25;5;0;10;6;4;5;2;7;29;3;21;2;18;33;12;0;4;14;6;5;7;4;10;8;8;1;6;12;1;26;5;1;3;9;7;6;19;2;5;31;7;1;9;4;9;8;7;3;3;3;2;1;14;2;5;16;21;3;0;2;4;2;4;1;707
ballerino;profession;3;0;0;0;0;0;39;1;1;2;1;0;2;3;3;0;0;4;1;1;10;13;1;1;0;13;0;6;4;2;9;2;3;0;0;5;1;1;2;0;1;1;5;7;5;17;0;5;9;4;4;19;1;2;11;6;4;8;17;11;4;9;34;5;9;0;3;4;0;92;8;15;0;4;2;1;6;10;10;1;12;2;3;0;20;0;2;1;15;0;1;0;11;5;1;3;14;4;2;6;19;609
bambinaia;profession;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;3;4;2;0;4;0;0;0;2;0;0;0;2;0;3;0;0;1;2;0;0;3;1;1;0;1;0;0;3;1;2;1;2;1;4;0;0;0;2;16;1;0;0;1;1;0;0;0;0;1;3;0;2;2;0;3;1;81
bancario;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;2;0;0;0;0;0;1;0;0;0;2;4;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;4;0;8;0;7;0;0;0;4;0;0;0;0;0;0;0;3;0;0;1;0;0;5;0;0;0;0;0;0;1;2;0;1;0;0;0;1;0;2;0;58
banchiere;profession;0;0;4;4;0;0;2;2;2;0;0;1;4;4;0;4;0;2;2;0;2;15;0;0;0;89;3;14;0;2;8;0;10;6;1;3;1;2;34;0;5;5;59;74;5;10;10;180;1;0;24;0;1;5;4;0;6;15;3;3;2;80;0;12;28;5;2;6;4;10;6;24;6;14;5;1;5;51;3;6;57;9;7;34;5;2;0;0;3;0;0;3;1;1;0;10;1;7;0;2;2;1045
banderaio;profession;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
bandieraio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
bandista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
banditore;profession;2;1;0;2;1;0;3;2;7;1;0;18;2;0;2;0;0;0;0;1;0;2;0;0;1;0;0;2;1;1;0;0;2;1;0;0;2;0;1;1;2;0;0;1;1;0;1;0;0;1;0;0;2;0;10;1;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;1;0;1;0;3;0;0;0;1;0;2;0;9;0;1;2;8;0;0;0;114
barbiere;profession;4;0;3;8;0;0;16;16;3;3;0;0;23;0;0;5;0;0;1;1;0;1;0;1;1;7;0;2;2;0;8;6;4;0;21;7;6;1;28;14;0;5;0;0;1;5;1;1;1;4;0;5;5;5;3;0;0;3;3;9;0;11;3;6;0;1;1;1;0;6;2;0;11;10;5;0;0;6;0;3;1;2;5;2;31;1;1;110;20;2;2;2;4;21;0;2;1;3;1;11;2;533
barcaiolo;profession;5;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;5;2;0;0;0;4;0;1;2;7;0;2;1;66
bardo;profession;2;0;4;0;0;2;1;1;2;1;1;17;0;0;2;0;12;1;2;0;0;0;1;0;0;2;1;1;34;1;0;1;0;0;3;1;5;1;0;0;2;0;0;3;0;1;3;0;0;0;0;0;0;0;0;0;0;3;0;5;4;0;0;0;0;0;0;0;75;0;1;0;0;1;0;0;4;0;0;0;1;0;0;0;18;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;222
barnabita;ecclesiastical occupation;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;3;0;0;0;2;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;2;0;0;0;0;0;0;0;0;24
barocciaio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;19
barone;noble rank;9;1;32;48;28;2;80;8;50;15;0;2;3;8;7;0;1;5;2;1;5;25;0;31;12;37;31;4;153;17;430;1;71;52;153;22;11;9;24;1;11;15;29;3;9;104;9;67;22;1;0;1;143;21;8;127;3;77;355;40;32;104;33;192;8;2;20;0;3;128;23;12;16;0;2;3;13;0;4;25;179;199;15;5;5;12;2;0;12;1;0;27;6;1;16;16;13;247;0;35;168;4015
baronessa;noble rank;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;15;0;0;14;2;0;0;0;158;0;1;1;0;0;47;36;50;1;3;0;2;0;1;3;0;27;168;2;1;3;0;12;41;62;18;15;91;10;69;2;6;7;8;1;0;18;13;21;1;170;30;0;0;0;1;1;5;16;76;70;29;0;0;1;0;1;18;0;0;0;0;0;17;35;1;96;2;4;12;1520
barrocciaio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;11;0;0;0;27
basileus;noble rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
battelliere;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;19
batteriologo;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
battilano;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
battiloro;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;15
battimazza;profession;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
beccaio;profession;0;0;0;2;1;0;0;2;1;1;0;2;1;0;1;0;0;1;0;0;0;1;0;2;0;3;0;6;17;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;38;3;0;1;1;0;1;7;0;0;1;0;5;0;1;0;0;0;0;2;0;0;0;0;0;4;1;1;1;0;0;0;0;0;0;1;0;4;1;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;0;128
beccamorto;profession;0;0;2;2;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;8;0;1;2;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;47
becchino;profession;0;0;0;4;0;0;0;49;1;2;0;3;0;0;0;0;0;0;1;1;1;0;0;0;0;2;0;3;0;0;6;1;7;0;4;7;2;2;2;0;3;1;0;2;0;0;2;0;2;2;0;0;1;1;2;11;0;1;1;4;1;4;1;2;1;1;1;0;1;0;6;1;9;5;2;1;1;2;0;12;0;4;6;0;3;1;2;0;0;1;3;8;0;3;0;0;4;0;0;1;0;218
bergamino;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;18
berrettaio;profession;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
bestiario;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
bettolante;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
