lemma;category;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;Totale
giuntatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
giureconsulto;profession;0;0;1;0;0;0;0;7;12;1;0;3;8;0;0;0;0;0;1;1;0;1;0;0;0;0;0;2;4;0;0;0;3;0;5;1;1;1;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;2;3;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;83
giustiziere;profession;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;4;0;1;3;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;1;0;0;2;0;0;0;0;3;4;0;1;2;3;1;0;0;0;1;1;1;0;2;1;2;0;1;0;2;0;0;2;0;1;0;0;6;0;1;0;58
gladiatore;profession;0;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;1;2;3;1;1;4;2;0;0;2;0;0;0;1;0;0;1;1;0;3;3;0;2;1;1;0;0;0;4;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;3;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;62
glossatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3
glottologo;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
gondoliere;profession;16;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;3;0;0;5;2;0;0;0;7;1;1;0;0;0;0;0;1;1;1;3;0;1;3;0;2;1;0;0;3;9;0;0;0;0;0;0;0;0;7;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;2;0;0;0;3;0;0;9;0;0;0;0;104
gonfaloniere;military rank;1;0;0;2;0;0;0;0;6;0;0;119;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;2;7;0;0;2;2;1;0;0;27;0;0;0;15;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;196
governante;profession;9;0;3;1;0;0;0;0;5;2;0;0;6;0;2;1;4;23;2;2;0;9;1;0;1;2;3;13;5;0;2;8;2;6;0;3;4;1;8;7;3;6;20;6;7;4;1;17;8;3;1;3;0;2;8;1;2;1;6;5;10;16;9;3;9;10;11;0;4;7;4;2;2;12;7;4;14;3;9;1;7;22;9;22;3;28;16;6;7;0;4;1;5;6;2;0;8;5;0;0;17;544
governatore;profession;3;1;18;11;2;0;7;12;18;10;3;9;69;0;1;1;0;0;9;3;0;2;5;18;11;35;3;34;3;3;35;2;28;3;4;2;12;29;4;1;0;1;7;7;5;5;0;3;0;3;0;4;0;1;4;0;1;0;4;0;7;1;1;2;1;3;30;2;98;15;2;0;0;0;0;0;7;0;5;0;0;0;1;3;4;0;2;1;3;0;0;1;16;9;0;0;1;6;0;0;0;677
grafologo;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
grammatico;profession;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;20
granatiere;military rank;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;4;0;4;0;6;6;2;0;1;3;5;0;10;5;1;3;3;0;3;0;1;0;0;0;0;0;1;1;0;0;0;3;0;3;0;0;0;1;0;1;0;0;2;3;1;1;2;0;2;6;0;0;0;1;0;0;1;2;1;1;0;0;11;0;1;0;4;0;2;0;1;0;0;2;0;1;0;8;0;1;94;224
granduca;noble rank;35;0;0;0;0;0;0;0;4;0;0;22;8;0;0;0;0;0;0;0;2;3;0;3;1;1;1;2;0;0;0;1;12;0;3;1;22;1;11;0;0;1;0;0;0;0;0;0;0;4;0;0;0;12;1;14;0;1;0;1;0;0;10;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;1;0;2;0;0;5;0;1;0;2;1;202
grecista;profession;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10
grossista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;4
guantaio;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;39;0;0;0;0;0;0;0;75
guardaboschi;profession;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;9;4;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;39
guardacaccia;profession;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;22;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;1;0;0;0;0;0;0;0;64
guardaportone;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;6;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0;3;0;0;0;0;0;1;1;1;0;0;0;1;0;2;2;1;1;1;0;0;0;1;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;43
guardarobiere;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;5;1;1;0;1;1;3;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;4;0;1;4;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;34
guardasala;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;11
guardaspalle;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
guardia;profession;20;15;45;37;26;2;5;51;59;33;11;22;24;8;23;8;12;3;28;33;77;22;17;52;5;111;36;29;27;24;32;6;53;55;28;44;95;26;10;43;56;47;18;16;69;35;26;29;11;26;18;81;23;34;66;31;50;31;24;46;22;21;39;71;37;64;100;27;51;45;36;74;33;40;27;77;33;44;34;24;30;32;52;67;14;22;21;8;29;9;21;1;52;83;45;24;23;72;7;18;24;3547
guardiamarina;military rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3;1;0;0;0;0;0;0;0;7
guardiano;profession;2;0;2;4;4;1;1;0;3;2;1;2;14;1;0;0;10;1;2;1;0;5;19;2;3;4;0;12;1;0;14;5;2;1;5;13;0;4;4;16;11;4;2;12;1;13;3;5;2;4;6;1;1;0;7;15;4;7;8;16;7;4;4;39;1;4;10;10;0;9;4;5;3;2;2;18;6;5;14;4;6;7;4;6;3;1;3;1;6;2;5;8;6;17;2;4;14;10;1;47;0;587
guaritore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
guerriero;profession;88;3;39;36;21;0;15;9;56;91;16;28;5;10;18;5;2;15;5;9;6;10;1;1;5;14;1;28;19;11;3;5;25;22;27;13;48;32;4;1;13;6;27;77;21;17;7;4;0;5;1;6;0;1;2;12;3;5;3;39;24;1;1;10;2;6;4;2;5;2;40;2;2;0;1;0;9;3;2;3;4;25;2;2;16;13;9;4;12;9;2;2;2;3;1;1;7;1;0;0;3;1233
guida;profession;11;2;22;16;3;0;11;7;16;13;1;4;8;6;9;8;4;10;3;15;5;6;8;15;6;11;13;10;19;10;5;21;10;22;22;14;12;20;3;10;24;8;34;22;18;12;21;35;5;14;4;13;7;8;11;27;61;4;11;26;13;2;9;24;4;18;7;24;9;6;27;8;18;4;16;12;13;9;6;12;11;14;3;20;11;4;11;20;2;23;5;13;17;5;4;16;5;9;7;5;9;1231
guitto;profession;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;17
hidalgo;noble rank;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;16
ideologo;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8
idraulico;profession;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;0;0;2;0;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;30
igienista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7
illusionista;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;6
illustratore;profession;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
imbalsamatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8
imbiancatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
imbianchino;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;3;0;0;0;0;0;0;0;0;8;2;1;0;1;1;0;1;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;34
imitatore;profession;0;0;1;2;0;0;0;0;1;0;0;0;0;1;0;0;0;3;0;1;0;1;0;0;3;3;0;0;4;6;0;0;1;0;2;0;1;0;2;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;1;0;0;2;0;0;0;1;5;0;0;0;0;1;0;1;0;2;1;7;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;67
imperatore;noble rank;19;0;26;22;67;0;5;15;162;14;5;22;7;27;34;1;0;12;11;8;7;15;4;4;19;51;8;14;11;151;66;20;60;35;164;25;49;10;205;11;41;15;12;0;7;20;4;17;4;8;2;17;2;6;6;9;9;54;6;32;2;2;2;15;5;15;2;3;28;13;25;10;52;5;4;3;29;3;6;4;6;8;12;5;6;1;66;2;12;3;8;9;22;7;1;95;0;2;0;1;8;2159
imperatrice;noble rank;0;0;0;1;3;0;0;0;46;0;0;1;0;0;0;0;0;0;0;1;0;2;2;0;2;6;0;0;1;54;2;1;15;3;12;1;1;0;5;4;2;3;2;0;1;1;1;3;0;1;1;2;1;0;0;0;0;11;2;1;0;1;1;1;2;2;0;0;6;1;1;2;2;0;1;0;4;0;1;0;1;0;0;1;0;0;0;2;2;0;0;3;3;1;0;40;0;1;0;0;2;276
impiegato;profession;6;1;5;2;1;0;0;7;0;4;2;3;6;5;4;7;2;1;23;3;8;14;5;13;2;18;13;10;11;3;9;0;6;11;7;10;10;12;14;8;8;18;17;11;28;6;6;10;6;2;7;27;17;13;32;17;15;48;15;42;22;31;9;91;28;28;6;13;4;11;12;31;12;5;10;16;9;33;9;20;28;14;39;13;10;4;5;14;4;4;6;9;17;27;17;13;14;16;8;26;54;1353
importatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
imprenditore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13
impresario;profession;0;0;0;0;0;0;8;0;0;2;0;0;0;0;1;0;0;0;0;0;1;1;0;0;2;0;14;0;4;0;0;0;0;0;1;62;1;0;2;0;0;1;0;2;8;1;0;8;0;3;5;0;10;5;3;1;1;2;0;5;5;5;0;7;2;0;2;0;0;5;0;1;3;2;1;2;0;1;1;0;1;59;15;4;10;0;1;1;1;0;0;0;3;0;0;0;2;8;0;1;4;301
improvvisatore;profession;0;0;3;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;26
incisore;profession;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;29
industriale;profession;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;3;2;0;0;0;0;1;2;1;1;0;0;0;0;0;2;34;7;1;0;1;2;1;0;1;1;0;0;1;6;4;1;5;1;4;1;3;2;6;3;1;0;5;0;2;8;2;2;3;3;4;13;19;2;2;9;4;1;10;3;1;3;1;1;2;0;5;1;3;15;1;0;4;0;3;0;235
infermiere;profession;0;0;3;1;0;0;0;2;0;1;0;0;0;0;1;0;1;0;1;4;9;1;0;1;0;6;1;2;5;8;0;3;2;0;9;0;3;1;2;2;2;4;5;2;3;1;1;3;16;4;1;9;6;10;6;3;31;9;4;4;7;6;7;9;6;3;1;1;8;1;4;3;32;7;19;1;6;3;8;8;20;2;14;20;2;6;4;11;11;0;4;5;4;37;2;1;5;18;8;31;17;555
ingaggiatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ingegnere;profession;0;0;0;0;1;1;0;0;0;0;0;2;1;2;0;1;1;0;1;2;2;5;1;0;0;7;8;0;2;0;0;1;8;15;1;2;5;1;0;4;1;10;8;0;2;6;3;1;0;10;3;39;6;3;2;7;14;1;12;8;1;11;54;4;36;110;14;80;3;3;12;24;35;17;2;7;76;20;42;0;14;0;3;148;48;5;3;5;8;16;1;5;8;8;13;3;2;1;9;8;12;1081
inquisitore;ecclesiastical occupation;25;0;6;0;1;0;6;0;5;2;1;1;0;0;1;3;0;0;2;1;2;4;0;2;0;2;6;1;0;0;1;3;1;3;4;0;3;0;2;9;1;0;1;0;1;2;1;1;1;1;0;3;1;0;0;0;6;0;6;2;1;0;0;0;1;0;1;3;1;0;0;3;2;1;2;1;1;3;0;1;1;2;3;0;0;0;0;1;0;1;3;0;1;83;0;1;1;2;0;0;1;245
insegnante;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;2;2;0;0;2;0;1;0;2;0;0;0;2;0;0;2;0;0;1;3;0;0;1;2;2;1;0;0;16;3;1;5;2;0;0;0;5;0;4;1;2;2;5;1;0;1;4;1;3;1;2;1;1;2;1;3;0;3;3;3;2;2;0;0;1;1;3;113
inserviente;profession;0;0;2;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0;1;1;1;0;2;0;0;0;2;1;1;2;0;0;1;1;1;1;0;3;0;5;1;1;0;9;1;8;2;1;3;0;1;0;10;3;0;2;0;4;1;4;0;1;0;1;3;1;0;1;4;1;0;7;1;0;1;2;7;0;1;0;0;1;1;2;1;0;0;2;1;1;3;3;0;0;1;131
intagliatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
intellettuale;profession;1;0;2;0;1;0;2;0;0;7;0;0;2;4;2;0;2;0;2;1;5;0;4;2;0;1;3;2;3;2;0;3;0;2;5;3;1;1;6;5;3;6;11;0;7;3;4;14;9;1;5;5;3;0;4;1;4;12;5;15;3;4;5;11;4;9;6;14;15;8;11;13;10;7;14;1;22;37;17;10;12;19;7;21;24;4;4;36;9;6;1;3;2;0;5;9;1;8;3;0;2;583
intermediario;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;2;0;0;0;0;0;4;0;0;2;2;0;0;0;0;0;2;0;0;5;2;0;0;4;0;1;0;0;0;3;0;1;0;3;0;1;2;0;0;0;0;0;0;0;2;0;0;2;2;0;4;0;2;0;0;0;0;1;1;0;1;0;0;1;2;2;0;3;0;2;0;0;4;68
interprete;profession;0;0;11;1;0;0;3;1;5;6;1;2;12;0;0;0;0;3;1;0;0;4;1;1;3;2;0;6;5;0;6;0;0;1;3;0;3;1;2;5;6;2;4;3;2;0;1;4;1;2;0;2;0;0;2;3;1;2;3;7;3;2;0;3;0;2;0;1;2;0;11;2;2;0;0;0;6;3;1;6;1;1;2;3;1;0;6;2;0;0;0;1;1;0;0;4;0;2;0;1;3;206
intervistatore;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
inventore;profession;0;0;1;1;4;0;5;1;0;1;0;1;1;1;0;0;0;1;0;1;0;3;0;1;2;2;5;0;0;2;0;1;1;1;1;6;0;1;0;2;1;3;2;0;2;3;0;0;2;0;1;0;0;1;14;4;1;0;0;0;0;1;0;0;1;1;0;2;0;0;0;0;3;6;2;1;6;0;0;0;1;0;4;5;1;1;4;1;19;0;0;2;0;0;0;0;0;1;0;1;4;147
investigatore;profession;0;0;1;0;0;0;1;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;2;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;2;1;1;0;0;0;32
ispettore;profession;0;0;4;0;0;0;0;1;0;0;0;0;0;0;7;1;0;1;4;1;1;0;0;0;0;0;2;0;0;0;6;0;1;0;60;9;8;0;1;2;0;4;0;0;4;3;8;2;2;57;0;7;2;59;50;0;5;3;3;3;0;25;4;2;2;8;0;3;3;16;0;23;74;2;0;8;1;1;2;1;25;2;13;10;2;0;1;0;0;0;0;0;1;0;0;2;2;0;0;0;0;554
istitutrice;profession;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;11;0;1;8;0;1;0;3;0;0;54;0;1;2;0;3;6;5;3;0;11;0;33;1;3;1;0;0;4;13;1;4;5;0;1;5;9;1;1;3;67;13;1;4;3;1;1;3;1;1;6;3;4;6;0;0;0;10;0;326
