FORMA	LEMMA	CATEGORIA
abate	abate	ecclesiastical occupation
abati	abate	ecclesiastical occupation
abatina	abate	ecclesiastical occupation
abatine	abate	ecclesiastical occupation
abatini	abate	ecclesiastical occupation
abatino	abate	ecclesiastical occupation
abatucci	abate	ecclesiastical occupation
abatuccio	abate	ecclesiastical occupation
abbadessa	abate	ecclesiastical occupation
abbadesse	abate	ecclesiastical occupation
accademica	accademico	profession
accademiche	accademico	profession
accademici	accademico	profession
accademico	accademico	profession
accalappiacani	accalappiacani	profession
accolita	accolito	ecclesiastical occupation
accolite	accolito	ecclesiastical occupation
accoliti	accolito	ecclesiastical occupation
accolito	accolito	ecclesiastical occupation
accompagnatora	accompagnatore	profession
accompagnatore	accompagnatore	profession
accompagnatoressa	accompagnatore	profession
accompagnatoresse	accompagnatore	profession
accompagnatori	accompagnatore	profession
accompagnatrice	accompagnatore	profession
accompagnatrici	accompagnatore	profession
accordatora	accordatore	profession
accordatore	accordatore	profession
accordatoressa	accordatore	profession
accordatoresse	accordatore	profession
accordatori	accordatore	profession
accordatrice	accordatore	profession
accordatrici	accordatore	profession
acquafortista	acquafortista	profession
acquafortiste	acquafortista	profession
acquafortisti	acquafortista	profession
acquaiola	acquaiolo	profession
acquaiole	acquaiolo	profession
acquaioli	acquaiolo	profession
acquaiolo	acquaiolo	profession
acquerellista	acquerellista	profession
acquerelliste	acquerellista	profession
acquerellisti	acquerellista	profession
acrobata	acrobata	profession
acrobate	acrobata	profession
acrobati	acrobata	profession
adelantadi	adelantado	profession
adelantado	adelantado	profession
aedi	aedo	profession
aedo	aedo	profession
affrescatora	affrescatore	profession
affrescatore	affrescatore	profession
affrescatoressa	affrescatore	profession
affrescatoresse	affrescatore	profession
affrescatori	affrescatore	profession
affrescatrice	affrescatore	profession
affrescatrici	affrescatore	profession
agente	agente	profession
agenti	agente	profession
agrimensora	agrimensore	profession
agrimensore	agrimensore	profession
agrimensoressa	agrimensore	profession
agrimensoresse	agrimensore	profession
agrimensori	agrimensore	profession
agronomi	agronomo	profession
agronomo	agronomo	profession
aiutante	aiutante	military rank
aiutanti	aiutante	military rank
albergatora	albergatore	profession
albergatore	albergatore	profession
albergatoressa	albergatore	profession
albergatoresse	albergatore	profession
albergatori	albergatore	profession
albergatrice	albergatore	profession
albergatrici	albergatore	profession
alchimista	alchimista	profession
alchimiste	alchimista	profession
alchimisti	alchimista	profession
alfiera	alfiere	military rank
alfiere	alfiere	military rank
alfieri	alfiere	military rank
algebrista	algebrista	profession
algebriste	algebrista	profession
algebristi	algebrista	profession
alienista	alienista	profession
alieniste	alienista	profession
alienisti	alienista	profession
allenatora	allenatore	profession
allenatore	allenatore	profession
allenatoressa	allenatore	profession
allenatoresse	allenatore	profession
allenatori	allenatore	profession
allenatrice	allenatore	profession
allenatrici	allenatore	profession
allevatora	allevatore	profession
allevatore	allevatore	profession
allevatori	allevatore	profession
allevatrice	allevatore	profession
allevatrici	allevatore	profession
alpini	alpino	military rank
alpinista	alpinista	profession
alpiniste	alpinista	profession
alpinisti	alpinista	profession
alpino	alpino	military rank
alunna	alunno	military rank
alunne	alunno	military rank
alunni	alunno	military rank
alunno	alunno	military rank
amanuense	amanuense	profession
amanuensi	amanuense	profession
ambasciatora	ambasciatore	profession
ambasciatore	ambasciatore	profession
ambasciatoressa	ambasciatore	profession
ambasciatoresse	ambasciatore	profession
ambasciatori	ambasciatore	profession
ambasciatrice	ambasciatore	profession
ambasciatrici	ambasciatore	profession
ambulante	ambulante	profession
ambulanti	ambulante	profession
ammaestratora	ammaestratore	profession
ammaestratore	ammaestratore	profession
ammaestratoressa	ammaestratore	profession
ammaestratoresse	ammaestratore	profession
ammaestratori	ammaestratore	profession
ammaestratrice	ammaestratore	profession
ammaestratrici	ammaestratore	profession
ammiraglia	ammiraglio	military rank
ammiraglie	ammiraglio	military rank
ammiraglii	ammiraglio	military rank
ammiraglio	ammiraglio	military rank
analista	analista	profession
analiste	analista	profession
analisti	analista	profession
anatomista	anatomista	profession
anatomiste	anatomista	profession
anatomisti	anatomista	profession
anestesista	anestesista	profession
anestesiste	anestesista	profession
anestesisti	anestesista	profession
animatore	animatore	profession
animatori	animatore	profession
animatrice	animatore	profession
animatrici	animatore	profession
annalista	annalista	profession
annaliste	annalista	profession
annalisti	annalista	profession
annunciatore	annunciatore	profession
annunciatori	annunciatore	profession
annunciatrice	annunciatore	profession
annunciatrici	annunciatore	profession
antiquari	antiquario	profession
antiquaria	antiquario	profession
antiquarie	antiquario	profession
antiquarii	antiquario	profession
antiquario	antiquario	profession
antropologa	antropologo	profession
antropologhe	antropologo	profession
antropologhi	antropologo	profession
antropologi	antropologo	profession
antropologo	antropologo	profession
apologista	apologista	profession
apologiste	apologista	profession
apologisti	apologista	profession
apparatora	apparatore	profession
apparatore	apparatore	profession
apparatoressa	apparatore	profession
apparatoresse	apparatore	profession
apparatori	apparatore	profession
apparatrice	apparatore	profession
apparatrici	apparatore	profession
apprendista	apprendista	profession
apprendiste	apprendista	profession
apprendisti	apprendista	profession
appuntata	appuntato	military rank
appuntate	appuntato	military rank
appuntati	appuntato	military rank
appuntato	appuntato	military rank
arabista	arabista	profession
arabiste	arabista	profession
arabisti	arabista	profession
araldi	araldo	profession
araldo	araldo	profession
aratora	aratore	profession
aratore	aratore	profession
aratoressa	aratore	profession
aratoresse	aratore	profession
aratori	aratore	profession
aratrice	aratore	profession
aratrici	aratore	profession
arbitra	arbitro	profession
arbitre	arbitro	profession
arbitressa	arbitro	profession
arbitri	arbitro	profession
arbitro	arbitro	profession
archeologa	archeologo	profession
archeologhe	archeologo	profession
archeologi	archeologo	profession
archeologo	archeologo	profession
archibugiera	archibugiere	profession
archibugiere	archibugiere	profession
archibugieri	archibugiere	profession
archimandrita	archimandrita	ecclesiastical occupation
archimandrite	archimandrita	ecclesiastical occupation
archimandriti	archimandrita	ecclesiastical occupation
architetta	architetto	profession
architette	architetto	profession
architetti	architetto	profession
architetto	architetto	profession
archivista	archivista	profession
archiviste	archivista	profession
archivisti	archivista	profession
arcidiaconi	arcidiacono	ecclesiastical occupation
arcidiacono	arcidiacono	ecclesiastical occupation
arciduca	arciduca	noble rank
arciduchessa	arciduchessa	noble rank
arciduchesse	arciduchessa	noble rank
arciduchi	arciduca	noble rank
arciera	arciere	profession
arciere	arciere	profession
arcieri	arciere	profession
arciprete	arciprete	ecclesiastical occupation
arcipreti	arciprete	ecclesiastical occupation
arcivescovi	arcivescovo	ecclesiastical occupation
arcivescovo	arcivescovo	ecclesiastical occupation
argentarii	argentario	profession
argentario	argentario	profession
argentiera	argentiere	profession
argentiere	argentiere	profession
argentieri	argentiere	profession
armaioli	armaiolo	profession
armaiolo	armaiolo	profession
armatora	armatore	profession
armatore	armatore	profession
armatoressa	armatore	profession
armatoresse	armatore	profession
armatori	armatore	profession
armatrice	armatore	profession
armatrici	armatore	profession
armiera	armiere	profession
armiere	armiere	profession
armieri	armiere	profession
armorari	armoraro	profession
armoraro	armoraro	profession
aromatarii	aromatario	profession
aromatario	aromatario	profession
arrampicatora	arrampicatore	profession
arrampicatore	arrampicatore	profession
arrampicatoressa	arrampicatore	profession
arrampicatoresse	arrampicatore	profession
arrampicatori	arrampicatore	profession
arrampicatrice	arrampicatore	profession
arrampicatrici	arrampicatore	profession
arrotini	arrotino	profession
arrotino	arrotino	profession
arsenalotti	arsenalotto	profession
arsenalotto	arsenalotto	profession
articolista	articolista	profession
articoliste	articolista	profession
articolisti	articolista	profession
artiera	artiere	profession
artiere	artiere	profession
artieri	artiere	profession
artigiana	artigiano	profession
artigiane	artigiano	profession
artigianelli	artigianello	profession
artigianello	artigianello	profession
artigiani	artigiano	profession
artigiano	artigiano	profession
artigliera	artigliere	profession
artigliere	artigliere	profession
artiglieri	artigliere	profession
aruspice	aruspice	profession
aruspici	aruspice	profession
assaggiatore	assaggiatore	profession
assaggiatori	assaggiatore	profession
assaggiatrice	assaggiatore	profession
assaggiatrici	assaggiatore	profession
assalariata	assalariato	profession
assalariate	assalariato	profession
assalariati	assalariato	profession
assalariato	assalariato	profession
assistente	assistente	military rank
assistenti	assistente	military rank
astrologa	astrologo	profession
astrologhe	astrologo	profession
astrologi	astrologo	profession
astrologo	astrologo	profession
astronoma	astronomo	profession
astronome	astronomo	profession
astronomi	astronomo	profession
astronomo	astronomo	profession
atleta	atleta	profession
atlete	atleta	profession
atleti	atleta	profession
attacchini	attacchino	profession
attacchino	attacchino	profession
attora	attore	profession
attoracce	attore	profession
attoracci	attore	profession
attoraccia	attore	profession
attoraccio	attore	profession
attore	attore	profession
attori	attore	profession
attorina	attore	profession
attorine	attore	profession
attorini	attore	profession
attorino	attore	profession
attorucoli	attore	profession
attorucolo	attore	profession
attrezzista	attrezzista	profession
attrezziste	attrezzista	profession
attrezzisti	attrezzista	profession
attricetta	attore	profession
attrici	attore	profession
attuari	attuario	profession
attuaria	attuario	profession
attuarie	attuario	profession
attuarii	attuario	profession
attuario	attuario	profession
auriga	auriga	profession
aurighe	auriga	profession
aurighi	auriga	profession
autista	autista	profession
autiste	autista	profession
autisti	autista	profession
automobilista	automobilista	profession
automobiliste	automobilista	profession
automobilisti	automobilista	profession
autora	autore	profession
autore	autore	profession
autoressa	autore	profession
autoresse	autore	profession
autori	autore	profession
autrice	autore	profession
autrici	autore	profession
aviatora	aviatore	profession
aviatore	aviatore	profession
aviatoressa	aviatore	profession
aviatoresse	aviatore	profession
aviatori	aviatore	profession
aviatrice	aviatore	profession
aviatrici	aviatore	profession
avvocata	avvocato	profession
avvocatacce	avvocato	profession
avvocatacci	avvocato	profession
avvocataccia	avvocato	profession
avvocataccio	avvocato	profession
avvocate	avvocato	profession
avvocatessa	avvocato	profession
avvocatesse	avvocato	profession
avvocati	avvocato	profession
avvocatina	avvocato	profession
avvocatine	avvocato	profession
avvocatini	avvocato	profession
avvocatino	avvocato	profession
avvocato	avvocato	profession
avvocatona	avvocato	profession
avvocatone	avvocato	profession
avvocatoni	avvocato	profession
avvocatucce	avvocato	profession
avvocatucci	avvocato	profession
avvocatuccia	avvocato	profession
avvocatuccio	avvocato	profession
avvocatucola	avvocato	profession
avvocatucole	avvocato	profession
avvocatucoli	avvocato	profession
avvocatucolo	avvocato	profession
bacai	bacaio	profession
bacaia	bacaio	profession
bacaie	bacaio	profession
bacaio	bacaio	profession
bacaj	bacaio	profession
bacaja	bacaio	profession
bacaje	bacaio	profession
bacaji	bacaio	profession
bacajo	bacaio	profession
baccellai	baccellaio	profession
baccellaia	baccellaio	profession
baccellaie	baccellaio	profession
baccellaio	baccellaio	profession
baccellaj	baccellaio	profession
baccellaja	baccellaio	profession
baccellaje	baccellaio	profession
baccellaji	baccellaio	profession
baccellajo	baccellaio	profession
badessa	badessa	ecclesiastical occupation
badesse	badessa	ecclesiastical occupation
bagattelliera	bagattelliere	profession
bagattelliere	bagattelliere	profession
bagattellieri	bagattelliere	profession
bagnina	bagnino	profession
bagnine	bagnino	profession
bagnini	bagnino	profession
bagnino	bagnino	profession
baleniera	baleniere	profession
baleniere	baleniere	profession
balenieri	baleniere	profession
balestriera	balestriere	profession
balestriere	balestriere	profession
balestrieri	balestriere	profession
bali	balio	profession
balia	balio	profession
balie	balio	profession
balietta	balio	profession
baliette	balio	profession
balietti	balio	profession
balietto	balio	profession
balii	balio	profession
balio	balio	profession
ballerina	ballerino	profession
ballerine	ballerino	profession
ballerini	ballerino	profession
ballerino	ballerino	profession
bambinai	bambinaia	profession
bambinaia	bambinaia	profession
bambinaie	bambinaia	profession
bambinaio	bambinaia	profession
bambinaj	bambinaia	profession
bambinaja	bambinaia	profession
bambinaje	bambinaia	profession
bambinaji	bambinaia	profession
bambinajo	bambinaia	profession
bancari	bancario	profession
bancaria	bancario	profession
bancarie	bancario	profession
bancarii	bancario	profession
bancario	bancario	profession
banchiera	banchiere	profession
banchiere	banchiere	profession
banchieri	banchiere	profession
banderai	banderaio	profession
banderai	banderaio	profession
banderaia	banderaio	profession
banderaie	banderaio	profession
banderaio	banderaio	profession
banderaj	banderaio	profession
banderaja	banderaio	profession
banderaje	banderaio	profession
banderaji	banderaio	profession
banderajo	banderaio	profession
banderilleri	banderillero	profession
banderillero	banderillero	profession
bandierai	bandieraio	profession
bandieraia	bandieraio	profession
bandieraie	bandieraio	profession
bandieraio	bandieraio	profession
bandieraj	bandieraio	profession
bandieraja	bandieraio	profession
bandieraje	bandieraio	profession
bandieraji	bandieraio	profession
bandierajo	bandieraio	profession
bandista	bandista	profession
bandiste	bandista	profession
bandisti	bandista	profession
banditora	banditore	profession
banditore	banditore	profession
banditoressa	banditore	profession
banditoresse	banditore	profession
banditori	banditore	profession
banditrice	banditore	profession
banditrici	banditore	profession
barbiera	barbiere	profession
barbiere	barbiere	profession
barbieri	barbiere	profession
barbierina	barbiere	profession
barbierine	barbiere	profession
barbierini	barbiere	profession
barbierino	barbiere	profession
barcaiola	barcaiolo	profession
barcaiole	barcaiolo	profession
barcaioli	barcaiolo	profession
barcaiolo	barcaiolo	profession
barcajola	barcaiolo	profession
barcajole	barcaiolo	profession
barcajoli	barcaiolo	profession
barcajolo	barcaiolo	profession
barda	bardo	profession
barde	bardo	profession
bardi	bardo	profession
bardina	bardo	profession
bardine	bardo	profession
bardini	bardo	profession
bardino	bardo	profession
bardo	bardo	profession
barista	barista	profession
bariste	barista	profession
baristi	barista	profession
barnabita	barnabita	ecclesiastical occupation
barnabite	barnabita	ecclesiastical occupation
barnabiti	barnabita	ecclesiastical occupation
barocciai	barocciaio	profession
barocciaia	barocciaio	profession
barocciaie	barocciaio	profession
barocciaio	barocciaio	profession
barocciaj	barocciaio	profession
barocciaja	barocciaio	profession
barocciaje	barocciaio	profession
barocciaji	barocciaio	profession
barocciajo	barocciaio	profession
baroncini	barone	noble rank
baroncino	barone	noble rank
barone	barone	noble rank
baronessa	baronessa	noble rank
baronesse	baronessa	noble rank
baronessina	baronessa	noble rank
baronessine	baronessa	noble rank
baroni	barone	noble rank
barrocciai	barrocciaio	profession
barrocciaia	barrocciaio	profession
barrocciaie	barrocciaio	profession
barrocciaio	barrocciaio	profession
barrocciaj	barrocciaio	profession
barrocciaja	barrocciaio	profession
barrocciaje	barrocciaio	profession
barrocciaji	barrocciaio	profession
barrocciajo	barrocciaio	profession
basileus	basileus	noble rank
battelliera	battelliere	profession
battelliere	battelliere	profession
battellieri	battelliere	profession
batteriologa	batteriologo	profession
batteriologhe	batteriologo	profession
batteriologhi	batteriologo	profession
batteriologi	batteriologo	profession
batteriologo	batteriologo	profession
battilani	battilano	profession
battilano	battilano	profession
battilori	battiloro	profession
battiloro	battiloro	profession
battimazza	battimazza	profession
battimazze	battimazza	profession
beccai	beccaio	profession
beccaia	beccaio	profession
beccaie	beccaio	profession
beccaio	beccaio	profession
beccaj	beccaio	profession
beccaja	beccaio	profession
beccaje	beccaio	profession
beccaji	beccaio	profession
beccajo	beccaio	profession
beccamorti	beccamorto	profession
beccamorto	beccamorto	profession
becchini	becchino	profession
becchino	becchino	profession
bergamina	bergamino	profession
bergamine	bergamino	profession
bergamini	bergamino	profession
bergamino	bergamino	profession
berrettai	berrettaio	profession
berrettaia	berrettaio	profession
berrettaie	berrettaio	profession
berrettaio	berrettaio	profession
berrettaj	berrettaio	profession
berrettaja	berrettaio	profession
berrettaje	berrettaio	profession
berrettaji	berrettaio	profession
berrettajo	berrettaio	profession
bestiari	bestiario	profession
bestiarii	bestiario	profession
bestiario	bestiario	profession
bettolante	bettolante	profession
bettolanti	bettolante	profession
bettoliera	bettoliere	profession
bettoliere	bettoliere	profession
bettolieri	bettoliere	profession
bibliografa	bibliografo	profession
bibliografe	bibliografo	profession
bibliografi	bibliografo	profession
bibliografo	bibliografo	profession
bibliotecari	bibliotecario	profession
bibliotecaria	bibliotecario	profession
bibliotecarie	bibliotecario	profession
bibliotecarii	bibliotecario	profession
bibliotecario	bibliotecario	profession
bidella	bidello	profession
bidelle	bidello	profession
bidelli	bidello	profession
bidello	bidello	profession
bigattiera	bigattiere	profession
bigattiere	bigattiere	profession
bigattieri	bigattiere	profession
biografa	biografo	profession
biografe	biografo	profession
biografi	biografo	profession
biografo	biografo	profession
biologa	biologo	profession
biologhe	biologo	profession
biologi	biologo	profession
biologhi	biologo	profession
biologo	biologo	profession
birrai	birraio	profession
birraia	birraio	profession
birraie	birraio	profession
birraio	birraio	profession
birraj	birraio	profession
birraja	birraio	profession
birraje	birraio	profession
birraji	birraio	profession
birrajo	birraio	profession
boara	boaro	profession
boare	boaro	profession
boari	boaro	profession
boarina	boaro	profession
boarine	boaro	profession
boarini	boaro	profession
boaro	boaro	profession
boia	boia	profession
boiardi	boiardo	noble rank
boiardo	boiardo	noble rank
bombardiera	bombardiere	military rank
bombardiere	bombardiere	military rank
bombardieri	bombardiere	military rank
bordonari	bordonaro	profession
bordonaro	bordonaro	profession
borgomastri	borgomastro	profession
borgomastro	borgomastro	profession
borsista	borsista	profession
borsiste	borsista	profession
borsisti	borsista	profession
boscaiola	boscaiolo	profession
boscaiole	boscaiolo	profession
boscaioli	boscaiolo	profession
boscaiolo	boscaiolo	profession
botanica	botanico	profession
botaniche	botanico	profession
botanici	botanico	profession
botanico	botanico	profession
bottai	bottaio	profession
bottaia	bottaio	profession
bottaie	bottaio	profession
bottaio	bottaio	profession
bottaj	bottaio	profession
bottaja	bottaio	profession
bottaje	bottaio	profession
bottaji	bottaio	profession
bottajo	bottaio	profession
bottegai	bottegaio	profession
bottegaia	bottegaio	profession
bottegaie	bottegaio	profession
bottegaio	bottegaio	profession
bottegaj	bottegaio	profession
bottegaja	bottegaio	profession
bottegaje	bottegaio	profession
bottegaji	bottegaio	profession
bottegajo	bottegaio	profession
bottigliera	bottigliere	profession
bottigliere	bottigliere	profession
bottiglieri	bottigliere	profession
bouquiniste	bouquiniste	profession
bouquinisti	bouquiniste	profession
bovari	bovaro	profession
bovaro	bovaro	profession
bracciante	bracciante	profession
braccianti	bracciante	profession
bracina	bracino	profession
bracine	bracino	profession
bracini	bracino	profession
bracino	bracino	profession
brentatora	brentatore	profession
brentatore	brentatore	profession
brentatoressa	brentatore	profession
brentatoresse	brentatore	profession
brentatori	brentatore	profession
brentatrice	brentatore	profession
brentatrici	brentatore	profession
brigadiera	brigadiere	military rank
brigadiere	brigadiere	military rank
brigadieri	brigadiere	military rank
brumista	brumista	profession
brumiste	brumista	profession
brumisti	brumista	profession
buffona	buffone	profession
buffone	buffone	profession
buffoni	buffone	profession
buonavoglia	buonavoglia	profession
buonavoglie	buonavoglia	profession
buonavoglii	buonavoglia	profession
burattinai	burattinaio	profession
burattinaia	burattinaio	profession
burattinaie	burattinaio	profession
burattinaio	burattinaio	profession
burattinaj	burattinaio	profession
burattinaja	burattinaio	profession
burattinaje	burattinaio	profession
burattinaji	burattinaio	profession
burattinajo	burattinaio	profession
burocrate	burocrate	profession
burocrati	burocrate	profession
bustai	bustaio	profession
bustaia	bustaio	profession
bustaie	bustaio	profession
bustaio	bustaio	profession
bustaj	bustaio	profession
bustaja	bustaio	profession
bustaje	bustaio	profession
bustaji	bustaio	profession
bustajo	bustaio	profession
butteretta	buttero	profession
butterette	buttero	profession
butteretti	buttero	profession
butteretto	buttero	profession
butteri	buttero	profession
bùtteri	bùttero	profession
buttero	buttero	profession
bùttero	bùttero	profession
cabalista	cabalista	profession
cabaliste	cabalista	profession
cabalisti	cabalista	profession
cabi	cabo	military rank
cabo	cabo	military rank
cacciatora	cacciatore	profession
cacciatore	cacciatore	profession
cacciatoressa	cacciatore	profession
cacciatoresse	cacciatore	profession
cacciatori	cacciatore	profession
cacciatrice	cacciatore	profession
cacciatrici	cacciatore	profession
caffettiera	caffettiere	profession
caffettiere	caffettiere	profession
caffettieri	caffettiere	profession
caffettierina	caffettiere	profession
caffettierine	caffettiere	profession
caffettierini	caffettiere	profession
